Daily	Met File BIOCON 1982 - mid2005

&ENVIRON				
CA = 360
/				

&LATLONG				
LATHEM	=	'N'		
LAT	=	45	0	0
LONHEM	=	'W'		
LONG	=	93	0	0
tzlong = 120
/				


&FORMAT				
DAYORHR	=	0		
2205	-7	-3	0.03	4.189958159	0
2206	-17	-7	0.03	5.430125523	0
2207	-18	-7	0	8.590794979	0
2208	-24	-12	0	8.836820084	0
2209	-14	-1	0.25	7.654393305	0
2210	-10	-2	0	4.917991632	0
2211	-13	-1	0	6.994142259	0
2212	-9	8	0	7.594142259	0
2213	-9	0	0	3.057740586	0
2214	-16	-1	0	9.351464435	0
2215	-3	9	0	9.165690377	0
2216	-4	10	0	8.882008368	0
2217	-4	1	0	4.240167364	0
2218	-11	-4	0	1.968200837	0
2219	-12	-7	0	2.086192469	0
2220	-15	-6	0	6.768200837	0
2221	-11	-4	1.27	3.627615063	0
2222	-13	-2	0	11.71380753	0
2223	-12	-2	0.25	7.639330544	0
2224	-16	-6	0	9.411715481	0
2225	-23	-5	0	11.95230126	0
2226	-14	0	0	10.68451883	0
2227	2	8	0	11.29707113	0
2228	-5	7	0	10.89539749	0
2229	-6	10	0	10.92803347	0
2230	0	3	1.52	1.925523013	0
2231	-10	0	0	12.16820084	0
2232	-10	6	0	7.212552301	0
2233	-10	1	0	12.08284519	0
2234	-12	6	0	12.21589958	0
2235	-1	8	0	9.492050209	0
2236	-2	6	0	9.780753138	0
2237	-3	5	0	6.39916318	0
2238	-10	6	0	13.20251046	0
2239	1	11	0.51	8.312133891	0
2240	0	4	8.89	0.858577406	0
2241	-3	1	3.3	4.862761506	0
2242	-12	1	0	14.3874477	0
2243	-15	3	0	10.65188285	0
2244	1	10	0.03	10.16485356	0
2245	-6	2	2.54	1.69958159	0
2246	-11	-5	0	10.34560669	0
2247	-13	-7	0	9.012552301	0
2248	-19	-7	0	15.47196653	0
2249	-12	-7	0	14.33472803	0
2250	-21	-11	0	12.13054393	0
2251	-14	-8	0	14.3874477	0
2252	-22	-9	0.03	17.18912134	0
2253	-20	-7	0	7.310460251	0
2254	-13	-4	1.78	4.917991632	0
2255	-9	-6	0.25	11.54811715	0
2256	-13	-5	6.6	5.841841004	0
2257	-7	-1	5.08	6.291213389	0
2258	-12	-1	5.84	8.994979079	0
2259	-18	-7	0.03	15.11297071	0
2260	-12	-1	0	14.91213389	0
2261	-11	4	0	16.45606695	0
2262	-1	6	0.03	12.7707113	0
2263	-4	1	14.48	2.470292887	0
2264	-6	-1	2.03	18.16820084	0
2265	-17	3	0	20.71631799	0
2266	-4	3	0.25	11.88451883	0
2267	-4	6	0.76	14.81924686	0
2268	-1	4	0.76	7.651882845	0
2269	-9	2	0.51	15.18577406	0
2270	-17	-6	0	18.76066946	0
2271	-14	-6	0	21.15313808	0
2272	-11	1	0	18.28368201	0
2273	-10	-2	0	21.46443515	0
2274	-16	-2	0	21.88368201	0
2275	-14	2	0	21.57991632	0
2276	-7	9	0	20.77656904	0
2277	3	9	1.02	18.67531381	0
2278	-2	8	0	19.91046025	0
2279	-7	6	0.03	14.59079498	0
2280	-5	2	0	8.5958159	0
2281	-10	-2	3.56	5.756485356	0
2282	-3	0	10.16	11.67615063	0
2283	-7	-1	0	12.85857741	0
2284	-5	1	0	16.52384937	0
2285	-11	3	0	22.11715481	0
2286	-7	7	0	20.84937238	0
2287	6	15	0	8.769037657	0
2288	3	14	0	12.92384937	0
2289	-3	11	2.29	23.50543933	0
2290	4	11	30.48	6.943933054	0
2291	3	6	25.15	3.394142259	0
2292	4	17	0	19.96820084	0
2293	4	20	1.27	18.65020921	0
2294	9	24	1.02	19.09205021	0
2295	9	31	0	20.29456067	0
2296	20	31	0.51	15.32887029	0
2297	9	28	1.78	24.12803347	0.066666667
2298	8	28	11.18	22.72468619	0.133333333
2299	2	22	0	18.29372385	0.2
2300	-1	10	0	25.22259414	0.266666667
2301	-1	9	5.84	6.30125523	0.333333333
2302	-2	5	1.02	13.09456067	0.4
2303	1	19	0	23.98493724	0.466666667
2304	5	18	0	14.58577406	0.533333333
2305	-2	6	0	25.70711297	0.6
2306	-4	10	1.27	23.10125523	0.666666667
2307	0	9	15.24	4.325523013	0.733333333
2308	1	5	3.81	8.354811715	0.8
2309	4	16	1.27	22.05439331	0.866666667
2310	-2	17	0	18.79330544	0.933333333
2311	-1	14	0	15.71799163	1
2312	-2	10	0	23.53054393	1.066666667
2313	-4	18	0	28.31297071	1.133333333
2314	0	15	0	16.29790795	1.2
2315	-2	23	10.92	20.13138075	1.266666667
2316	5	12	0	7.360669456	1.333333333
2317	1	10	3.81	10.76736402	1.4
2318	4	8	15.24	5.194142259	1.466666667
2319	3	9	0	9.672803347	1.533333333
2320	1	17	0	25.49372385	1.6
2321	4	12	2.54	5.066108787	1.666666667
2322	5	10	0	8.540585774	1.733333333
2323	1	18	1.27	19.03933054	1.8
2324	6	18	0	27.09288703	1.866666667
2325	10	25	0	17.97238494	1.933333333
2326	7	15	0	25.45104603	2
2327	0	14	0	28.66443515	2.066666667
2328	0	14	0	27.29121339	2.133333333
2329	-1	14	0	28.78995816	2.2
2330	-3	17	0	29.44769874	2.266666667
2331	0	20	0	29.83179916	2.333333333
2332	9	24	0	17.08619247	2.4
2333	8	19	0	21.47698745	2.466666667
2334	4	15	0	26.44016736	2.533333333
2335	7	18	0.25	17.85188285	2.6
2336	6	20	10.67	14.33723849	2.666666667
2337	7	27	0	25.63933054	2.733333333
2338	12	24	0.76	12.27364017	2.8
2339	10	30	0.03	28.16987448	2.866666667
2340	13	32	0	27.52970711	2.933333333
2341	14	30	0	27.34393305	3
2342	14	28	0	28.91548117	3
2343	8	21	5.08	14.13640167	3
2344	8	13	0.03	4.132217573	3
2345	6	14	2.54	5.641004184	3
2346	4	24	0	23.29958159	3
2347	10	26	7.62	27.8083682	3
2348	15	26	2.54	19.27029289	3
2349	14	24	0	9.49707113	3
2350	19	29	0	21.8209205	3
2351	18	28	13.97	13.87531381	3
2352	16	24	0	19.60669456	3
2353	13	22	1.27	22.03179916	3
2354	11	21	1.02	19.7874477	3
2355	10	25	0	22.22008368	3
2356	10	23	0.76	27.65271967	3
2357	8	25	0.76	24.5623431	3
2358	14	25	0.03	19.641841	3
2359	14	27	0	22.15732218	3
2360	20	26	26.42	9.444351464	3
2361	15	26	1.02	27.68284519	3
2362	15	20	33.02	3.391631799	3
2363	19	32	0	24.03012552	3
2364	19	28	12.7	18.46443515	3
2365	17	25	11.68	6.778242678	3
2366	19	31	7.11	22.75230126	3
2367	17	28	0	28.82259414	3
2368	15	30	0	25.47112971	3
2369	17	30	0	25.03430962	3
2370	21	33	0	27.93389121	3
2371	25	36	0	28.63682008	3
2372	23	33	0	27.86610879	3
2373	23	30	0	20.43012552	3
2374	15	30	2.29	24.92887029	3
2375	12	29	0	30.01757322	3
2376	17	28	0	25.71213389	3
2377	21	35	20.83	26.23179916	3
2378	20	31	16	19.58158996	3
2379	20	29	1.02	16.88033473	3
2380	17	31	0	26.52301255	3
2381	15	22	65.02	6.439330544	3
2382	14	25	0	25.05941423	3
2383	11	27	1.78	28.62677824	3
2384	12	28	0	21.88870293	3
2385	13	29	0	26.43514644	3
2386	16	29	0	27.47949791	3
2387	18	32	0	27.56485356	3
2388	20	34	0	27.25857741	3
2389	20	26	0	13.04686192	3
2390	16	26	0	15.65523013	3
2391	19	29	3.56	15.13807531	3
2392	21	32	22.86	21.18577406	3
2393	15	25	0	23.68619247	3
2394	9	23	0.03	26.50543933	3
2395	14	22	3.81	10.97322176	3
2396	16	27	19.05	11.48284519	3
2397	17	31	0	25.24016736	3
2398	17	28	17.78	15.83096234	3
2399	19	31	8.89	24.63012552	3
2400	17	28	0	24.30125523	3
2401	18	33	0	24.11548117	3
2402	21	32	2.54	19.12719665	3
2403	15	26	0	22.45606695	3
2404	11	25	0	28.03430962	3
2405	13	20	22.35	7.915481172	3
2406	18	25	1.27	10.27280335	3
2407	16	26	0	21.59246862	3
2408	13	22	0	19.72970711	3
2409	15	26	0	22.08953975	3
2410	17	28	0.03	23.42008368	3
2411	17	29	0.51	21.09539749	3
2412	19	26	1.78	22.73221757	3
2413	16	32	0.03	25.20753138	3
2414	16	24	4.83	13.07949791	3
2415	12	24	10.16	18.04518828	3
2416	11	28	37.08	25.16485356	3
2417	16	25	0	15.66276151	3
2418	11	26	0	20.558159	3
2419	10	21	0	19.36569038	2.983333333
2420	6	22	0	26.01589958	2.966666667
2421	8	24	0	25.20502092	2.95
2422	10	25	10.16	23.68619247	2.933333333
2423	17	26	37.08	7.041841004	2.916666667
2424	16	24	0	7.707112971	2.9
2425	15	25	0	8.19916318	2.883333333
2426	14	28	0	20.70376569	2.866666667
2427	13	28	0	22.52635983	2.85
2428	12	28	0	22.53640167	2.833333333
2429	15	27	0	20.02594142	2.816666667
2430	15	28	1.27	15.41924686	2.8
2431	18	25	0	13.00167364	2.783333333
2432	16	26	0	18.71046025	2.766666667
2433	18	28	0	20.51297071	2.75
2434	18	30	33.02	17.96485356	2.733333333
2435	14	27	0	16.57154812	2.716666667
2436	10	27	0	23.01338912	2.7
2437	11	29	0.03	22.01924686	2.683333333
2438	17	27	1.27	15.70543933	2.666666667
2439	17	29	30.48	17.91966527	2.65
2440	21	33	0	20.21171548	2.633333333
2441	19	32	0	20.34476987	2.616666667
2442	21	30	0	20.73389121	2.6
2443	12	23	30.23	20.68870293	2.583333333
2444	9	25	0.03	17.7539749	2.566666667
2445	11	27	0.03	19.09707113	2.55
2446	14	20	0.03	6.853556485	2.533333333
2447	9	21	10.67	8.151464435	2.516666667
2448	4	20	0	20.92468619	2.5
2449	10	27	0	19.98577406	2.483333333
2450	10	26	0.03	19.10460251	2.466666667
2451	16	25	0.03	12.16066946	2.45
2452	13	22	0	10.29790795	2.433333333
2453	11	22	1.02	10.25020921	2.416666667
2454	7	17	0	13.17740586	2.4
2455	2	14	0	16.9832636	2.383333333
2456	1	13	2.03	9.717991632	2.366666667
2457	-1	16	0.25	15.58242678	2.35
2458	6	12	18.29	1.724686192	2.333333333
2459	2	14	3.56	10.09456067	2.316666667
2460	-1	20	0	17.74644351	2.3
2461	5	12	3.81	3.589958159	2.283333333
2462	9	15	0.03	3.369037657	2.266666667
2463	11	28	0.25	12.05271967	2.25
2464	9	23	1.78	15.96401674	2.233333333
2465	2	9	0	5.327196653	2.216666667
2466	1	11	1.27	3.881171548	2.2
2467	4	11	52.07	2.756485356	2.183333333
2468	2	13	6.86	9.825941423	2.166666667
2469	1	7	3.56	2.89707113	2.15
2470	-2	7	0	4.674476987	2.133333333
2471	1	17	1.78	12.80334728	2.116666667
2472	-2	13	4.83	15.74309623	2.1
2473	6	16	4.57	11.82426778	2.083333333
2474	11	24	0	11.841841	2.066666667
2475	1	19	7.62	9.672803347	2.05
2476	-2	11	0	15.28117155	2.033333333
2477	-2	17	0	13.41589958	2.016666667
2478	-5	8	0	11.61589958	2
2479	-8	5	0	7.960669456	1.966666667
2480	-5	3	1.02	4.664435146	1.933333333
2481	1	6	4.06	5.146443515	1.9
2482	-3	5	0	4.49874477	1.866666667
2483	-3	0	0.76	1.212552301	1.833333333
2484	-1	2	6.6	2.575732218	1.8
2485	-2	2	0	9.183263598	1.766666667
2486	-6	2	0	7.99832636	1.733333333
2487	-7	6	0	6.974058577	1.7
2488	2	5	0.51	1.687029289	1.666666667
2489	-2	4	0	4.159832636	1.633333333
2490	-5	5	0	4.820083682	1.6
2491	0	5	0	1.882845188	1.566666667
2492	3	9	0.03	3.763179916	1.533333333
2493	-3	4	0.76	2.942259414	1.5
2494	-5	2	0	10.8125523	1.466666667
2495	-8	2	0	9.893723849	1.433333333
2496	-5	7	0	11.21422594	1.4
2497	-5	7	0	10.80251046	1.366666667
2498	-5	1	0	7.385774059	1.333333333
2499	-4	2	0.03	2.962343096	1.3
2500	-5	6	0	8.949790795	1.266666667
2501	-4	17	0	10.18242678	1.233333333
2502	-1	11	0	4.973221757	1.2
2503	0	11	3.3	3.946443515	1.166666667
2504	-1	6	0	2.071129707	1.133333333
2505	-3	4	0	5.764016736	1.1
2506	-6	6	0	7.127196653	1.066666667
2507	-9	3	0	3.228451883	1.033333333
2508	-9	0	0	5.083682008	1
2509	-10	-3	0	6.165690377	0.966666667
2510	-9	1	0	5.633472803	0.933333333
2511	-7	2	0	7.965690377	0.9
2512	-3	7	0	5.452719665	0.866666667
2513	-4	9	0	8.482845188	0.833333333
2514	-5	7	0.03	5.769037657	0.8
2515	-4	4	1.78	3.409205021	0.766666667
2516	-4	1	0	3.635146444	0.733333333
2517	-2	5	0	6.509623431	0.7
2518	-7	-2	0	4.061924686	0.666666667
2519	-12	-5	0	3.830962343	0.633333333
2520	-12	-2	0	7.882845188	0.6
2521	-10	-2	0	4.963179916	0.566666667
2522	-9	7	0	6.790794979	0.533333333
2523	-5	8	0	5.410041841	0.5
2524	-11	-5	0	7.370711297	0.466666667
2525	-9	2	0	5.59832636	0.433333333
2526	-15	-4	0	7.629288703	0.4
2527	-18	-6	0	7.087029289	0.366666667
2528	-14	-7	0	3.720502092	0.333333333
2529	-17	-5	0	7.488702929	0.3
2530	-15	0	0	6.436820084	0.266666667
2531	-7	1	0	5.663598326	0.233333333
2532	-16	-6	0	7.305439331	0.2
2533	-14	3	0	6.261087866	0.166666667
2534	-6	6	0	6.389121339	0.133333333
2535	-3	3	0	0.926359833	0.1
2536	-3	3	0	4.40334728	0.066666667
2537	-9	4	0	6.916317992	0.033333333
2538	-4	8	0	6.542259414	0
2539	-4	6	0	2.939748954	0
2540	-7	0	0.03	1.393305439	0
2541	-4	3	3.05	1.410878661	0
2542	0	6	2.54	0.763179916	0
2543	-1	4	0.25	0.991631799	0
2544	-4	-1	0	2.922175732	0
2545	-7	-3	0	3.376569038	0
2546	-8	-3	0	2.952301255	0
2547	-11	-4	0	6.730543933	0
2548	-11	-6	0	1.137238494	0
2549	-13	-5	0	6.728033473	0
2550	-9	1	0	7.887866109	0
2551	-7	1	0	5.69874477	0
2552	-4	4	0.03	5.528033473	0
2553	-6	4	0	5.179079498	0
2554	-3	3	0	5.138912134	0
2555	-12	-3	0	7.227615063	0
2556	-18	-8	0	4.875313808	0
2557	-22	-8	0	7.870292887	0
2558	-20	-3	0	6.866108787	0
2559	-11	0	0.51	6.188284519	0
2560	-8	2	0	5.226778243	0
2561	-17	-1	0	5.932217573	0
2562	-18	-3	0	6.838493724	0
2563	-5	9	0	6.675313808	0
2564	1	9	0	7.059414226	0
2565	-2	3	0	2.387447699	0
2566	-4	6	0	7.584100418	0
2567	-6	4	0	7.925523013	0
2568	-8	1	1.02	2.234309623	0
2569	-4	-2	1.52	2.046025105	0
2570	-7	-3	0.03	4.189958159	0
2571	-17	-7	0.03	5.430125523	0
2572	-18	-7	0	8.590794979	0
2573	-24	-12	0	8.836820084	0
2574	-14	-1	0.25	7.654393305	0
2575	-10	-2	0	4.917991632	0
2576	-13	-1	0	6.994142259	0
2577	-9	8	0	7.594142259	0
2578	-9	0	0	3.057740586	0
2579	-16	-1	0	9.351464435	0
2580	-3	9	0	9.165690377	0
2581	-4	10	0	8.882008368	0
2582	-4	1	0	4.240167364	0
2583	-11	-4	0	1.968200837	0
2584	-12	-7	0	2.086192469	0
2585	-15	-6	0	6.768200837	0
2586	-11	-4	1.27	3.627615063	0
2587	-13	-2	0	11.71380753	0
2588	-12	-2	0.25	7.639330544	0
2589	-16	-6	0	9.411715481	0
2590	-23	-5	0	11.95230126	0
2591	-14	0	0	10.68451883	0
2592	2	8	0	11.29707113	0
2593	-5	7	0	10.89539749	0
2594	-6	10	0	10.92803347	0
2595	0	3	1.52	1.925523013	0
2596	-10	0	0	12.16820084	0
2597	-10	6	0	7.212552301	0
2598	-10	1	0	12.08284519	0
2599	-12	6	0	12.21589958	0
2600	-1	8	0	9.492050209	0
2601	-2	6	0	9.780753138	0
2602	-3	5	0	6.39916318	0
2603	-10	6	0	13.20251046	0
2604	1	11	0.51	8.312133891	0
2605	0	4	8.89	0.858577406	0
2606	-3	1	3.3	4.862761506	0
2607	-12	1	0	14.3874477	0
2608	-15	3	0	10.65188285	0
2609	1	10	0.03	10.16485356	0
2610	-6	2	2.54	1.69958159	0
2611	-11	-5	0	10.34560669	0
2612	-13	-7	0	9.012552301	0
2613	-19	-7	0	15.47196653	0
2614	-12	-7	0	14.33472803	0
2615	-21	-11	0	12.13054393	0
2616	-14	-8	0	14.3874477	0
2617	-22	-9	0.03	17.18912134	0
2618	-20	-7	0	7.310460251	0
2619	-13	-4	1.78	4.917991632	0
2620	-9	-6	0.25	11.54811715	0
2621	-13	-5	6.6	5.841841004	0
2622	-7	-1	5.08	6.291213389	0
2623	-12	-1	5.84	8.994979079	0
2624	-18	-7	0.03	15.11297071	0
2625	-12	-1	0	14.91213389	0
2626	-11	4	0	16.45606695	0
2627	-1	6	0.03	12.7707113	0
2628	-4	1	14.48	2.470292887	0
2629	-6	-1	2.03	18.16820084	0
2630	-17	3	0	20.71631799	0
2631	-4	3	0.25	11.88451883	0
2632	-4	6	0.76	14.81924686	0
2633	-1	4	0.76	7.651882845	0
2634	-9	2	0.51	15.18577406	0
2635	-17	-6	0	18.76066946	0
2636	-14	-6	0	21.15313808	0
2637	-11	1	0	18.28368201	0
2638	-10	-2	0	21.46443515	0
2639	-16	-2	0	21.88368201	0
2640	-14	2	0	21.57991632	0
2641	-7	9	0	20.77656904	0
2642	3	9	1.02	18.67531381	0
2643	-2	8	0	19.91046025	0
2644	-7	6	0.03	14.59079498	0
2645	-5	2	0	8.5958159	0
2646	-10	-2	3.56	5.756485356	0
2647	-3	0	10.16	11.67615063	0
2648	-7	-1	0	12.85857741	0
2649	-5	1	0	16.52384937	0
2650	-11	3	0	22.11715481	0
2651	-7	7	0	20.84937238	0
2652	6	15	0	8.769037657	0
2653	3	14	0	12.92384937	0
2654	-3	11	2.29	23.50543933	0
2655	4	11	30.48	6.943933054	0
2656	3	6	25.15	3.394142259	0
2657	4	17	0	19.96820084	0
2658	4	20	1.27	18.65020921	0
2659	9	24	1.02	19.09205021	0
2660	9	31	0	20.29456067	0
2661	20	31	0.51	15.32887029	0
2662	9	28	1.78	24.12803347	0.066666667
2663	8	28	11.18	22.72468619	0.133333333
2664	2	22	0	18.29372385	0.2
2665	-1	10	0	25.22259414	0.266666667
2666	-1	9	5.84	6.30125523	0.333333333
2667	-2	5	1.02	13.09456067	0.4
2668	1	19	0	23.98493724	0.466666667
2669	5	18	0	14.58577406	0.533333333
2670	-2	6	0	25.70711297	0.6
2671	-4	10	1.27	23.10125523	0.666666667
2672	0	9	15.24	4.325523013	0.733333333
2673	1	5	3.81	8.354811715	0.8
2674	4	16	1.27	22.05439331	0.866666667
2675	-2	17	0	18.79330544	0.933333333
2676	-1	14	0	15.71799163	1
2677	-2	10	0	23.53054393	1.066666667
2678	-4	18	0	28.31297071	1.133333333
2679	0	15	0	16.29790795	1.2
2680	-2	23	10.92	20.13138075	1.266666667
2681	5	12	0	7.360669456	1.333333333
2682	1	10	3.81	10.76736402	1.4
2683	4	8	15.24	5.194142259	1.466666667
2684	3	9	0	9.672803347	1.533333333
2685	1	17	0	25.49372385	1.6
2686	4	12	2.54	5.066108787	1.666666667
2687	5	10	0	8.540585774	1.733333333
2688	1	18	1.27	19.03933054	1.8
2689	6	18	0	27.09288703	1.866666667
2690	10	25	0	17.97238494	1.933333333
2691	7	15	0	25.45104603	2
2692	0	14	0	28.66443515	2.066666667
2693	0	14	0	27.29121339	2.133333333
2694	-1	14	0	28.78995816	2.2
2695	-3	17	0	29.44769874	2.266666667
2696	0	20	0	29.83179916	2.333333333
2697	9	24	0	17.08619247	2.4
2698	8	19	0	21.47698745	2.466666667
2699	4	15	0	26.44016736	2.533333333
2700	7	18	0.25	17.85188285	2.6
2701	6	20	10.67	14.33723849	2.666666667
2702	7	27	0	25.63933054	2.733333333
2703	12	24	0.76	12.27364017	2.8
2704	10	30	0.03	28.16987448	2.866666667
2705	13	32	0	27.52970711	2.933333333
2706	14	30	0	27.34393305	3
2707	14	28	0	28.91548117	3
2708	8	21	5.08	14.13640167	3
2709	8	13	0.03	4.132217573	3
2710	6	14	2.54	5.641004184	3
2711	4	24	0	23.29958159	3
2712	10	26	7.62	27.8083682	3
2713	15	26	2.54	19.27029289	3
2714	14	24	0	9.49707113	3
2715	19	29	0	21.8209205	3
2716	18	28	13.97	13.87531381	3
2717	16	24	0	19.60669456	3
2718	13	22	1.27	22.03179916	3
2719	11	21	1.02	19.7874477	3
2720	10	25	0	22.22008368	3
2721	10	23	0.76	27.65271967	3
2722	8	25	0.76	24.5623431	3
2723	14	25	0.03	19.641841	3
2724	14	27	0	22.15732218	3
2725	20	26	26.42	9.444351464	3
2726	15	26	1.02	27.68284519	3
2727	15	20	33.02	3.391631799	3
2728	19	32	0	24.03012552	3
2729	19	28	12.7	18.46443515	3
2730	17	25	11.68	6.778242678	3
2731	19	31	7.11	22.75230126	3
2732	17	28	0	28.82259414	3
2733	15	30	0	25.47112971	3
2734	17	30	0	25.03430962	3
2735	21	33	0	27.93389121	3
2736	25	36	0	28.63682008	3
2737	23	33	0	27.86610879	3
2738	23	30	0	20.43012552	3
2739	15	30	2.29	24.92887029	3
2740	12	29	0	30.01757322	3
2741	17	28	0	25.71213389	3
2742	21	35	20.83	26.23179916	3
2743	20	31	16	19.58158996	3
2744	20	29	1.02	16.88033473	3
2745	17	31	0	26.52301255	3
2746	15	22	65.02	6.439330544	3
2747	14	25	0	25.05941423	3
2748	11	27	1.78	28.62677824	3
2749	12	28	0	21.88870293	3
2750	13	29	0	26.43514644	3
2751	16	29	0	27.47949791	3
2752	18	32	0	27.56485356	3
2753	20	34	0	27.25857741	3
2754	20	26	0	13.04686192	3
2755	16	26	0	15.65523013	3
2756	19	29	3.56	15.13807531	3
2757	21	32	22.86	21.18577406	3
2758	15	25	0	23.68619247	3
2759	9	23	0.03	26.50543933	3
2760	14	22	3.81	10.97322176	3
2761	16	27	19.05	11.48284519	3
2762	17	31	0	25.24016736	3
2763	17	28	17.78	15.83096234	3
2764	19	31	8.89	24.63012552	3
2765	17	28	0	24.30125523	3
2766	18	33	0	24.11548117	3
2767	21	32	2.54	19.12719665	3
2768	15	26	0	22.45606695	3
2769	11	25	0	28.03430962	3
2770	13	20	22.35	7.915481172	3
2771	18	25	1.27	10.27280335	3
2772	16	26	0	21.59246862	3
2773	13	22	0	19.72970711	3
2774	15	26	0	22.08953975	3
2775	17	28	0.03	23.42008368	3
2776	17	29	0.51	21.09539749	3
2777	19	26	1.78	22.73221757	3
2778	16	32	0.03	25.20753138	3
2779	16	24	4.83	13.07949791	3
2780	12	24	10.16	18.04518828	3
2781	11	28	37.08	25.16485356	3
2782	16	25	0	15.66276151	3
2783	11	26	0	20.558159	3
2784	10	21	0	19.36569038	2.983333333
2785	6	22	0	26.01589958	2.966666667
2786	8	24	0	25.20502092	2.95
2787	10	25	10.16	23.68619247	2.933333333
2788	17	26	37.08	7.041841004	2.916666667
2789	16	24	0	7.707112971	2.9
2790	15	25	0	8.19916318	2.883333333
2791	14	28	0	20.70376569	2.866666667
2792	13	28	0	22.52635983	2.85
2793	12	28	0	22.53640167	2.833333333
2794	15	27	0	20.02594142	2.816666667
2795	15	28	1.27	15.41924686	2.8
2796	18	25	0	13.00167364	2.783333333
2797	16	26	0	18.71046025	2.766666667
2798	18	28	0	20.51297071	2.75
2799	18	30	33.02	17.96485356	2.733333333
2800	14	27	0	16.57154812	2.716666667
2801	10	27	0	23.01338912	2.7
2802	11	29	0.03	22.01924686	2.683333333
2803	17	27	1.27	15.70543933	2.666666667
2804	17	29	30.48	17.91966527	2.65
2805	21	33	0	20.21171548	2.633333333
2806	19	32	0	20.34476987	2.616666667
2807	21	30	0	20.73389121	2.6
2808	12	23	30.23	20.68870293	2.583333333
2809	9	25	0.03	17.7539749	2.566666667
2810	11	27	0.03	19.09707113	2.55
2811	14	20	0.03	6.853556485	2.533333333
2812	9	21	10.67	8.151464435	2.516666667
2813	4	20	0	20.92468619	2.5
2814	10	27	0	19.98577406	2.483333333
2815	10	26	0.03	19.10460251	2.466666667
2816	16	25	0.03	12.16066946	2.45
2817	13	22	0	10.29790795	2.433333333
2818	11	22	1.02	10.25020921	2.416666667
2819	7	17	0	13.17740586	2.4
2820	2	14	0	16.9832636	2.383333333
2821	1	13	2.03	9.717991632	2.366666667
2822	-1	16	0.25	15.58242678	2.35
2823	6	12	18.29	1.724686192	2.333333333
2824	2	14	3.56	10.09456067	2.316666667
2825	-1	20	0	17.74644351	2.3
2826	5	12	3.81	3.589958159	2.283333333
2827	9	15	0.03	3.369037657	2.266666667
2828	11	28	0.25	12.05271967	2.25
2829	9	23	1.78	15.96401674	2.233333333
2830	2	9	0	5.327196653	2.216666667
2831	1	11	1.27	3.881171548	2.2
2832	4	11	52.07	2.756485356	2.183333333
2833	2	13	6.86	9.825941423	2.166666667
2834	1	7	3.56	2.89707113	2.15
2835	-2	7	0	4.674476987	2.133333333
2836	1	17	1.78	12.80334728	2.116666667
2837	-2	13	4.83	15.74309623	2.1
2838	6	16	4.57	11.82426778	2.083333333
2839	11	24	0	11.841841	2.066666667
2840	1	19	7.62	9.672803347	2.05
2841	-2	11	0	15.28117155	2.033333333
2842	-2	17	0	13.41589958	2.016666667
2843	-5	8	0	11.61589958	2
2844	-8	5	0	7.960669456	1.966666667
2845	-5	3	1.02	4.664435146	1.933333333
2846	1	6	4.06	5.146443515	1.9
2847	-3	5	0	4.49874477	1.866666667
2848	-3	0	0.76	1.212552301	1.833333333
2849	-1	2	6.6	2.575732218	1.8
2850	-2	2	0	9.183263598	1.766666667
2851	-6	2	0	7.99832636	1.733333333
2852	-7	6	0	6.974058577	1.7
2853	2	5	0.51	1.687029289	1.666666667
2854	-2	4	0	4.159832636	1.633333333
2855	-5	5	0	4.820083682	1.6
2856	0	5	0	1.882845188	1.566666667
2857	3	9	0.03	3.763179916	1.533333333
2858	-3	4	0.76	2.942259414	1.5
2859	-5	2	0	10.8125523	1.466666667
2860	-8	2	0	9.893723849	1.433333333
2861	-5	7	0	11.21422594	1.4
2862	-5	7	0	10.80251046	1.366666667
2863	-5	1	0	7.385774059	1.333333333
2864	-4	2	0.03	2.962343096	1.3
2865	-5	6	0	8.949790795	1.266666667
2866	-4	17	0	10.18242678	1.233333333
2867	-1	11	0	4.973221757	1.2
2868	0	11	3.3	3.946443515	1.166666667
2869	-1	6	0	2.071129707	1.133333333
2870	-3	4	0	5.764016736	1.1
2871	-6	6	0	7.127196653	1.066666667
2872	-9	3	0	3.228451883	1.033333333
2873	-9	0	0	5.083682008	1
2874	-10	-3	0	6.165690377	0.966666667
2875	-9	1	0	5.633472803	0.933333333
2876	-7	2	0	7.965690377	0.9
2877	-3	7	0	5.452719665	0.866666667
2878	-4	9	0	8.482845188	0.833333333
2879	-5	7	0.03	5.769037657	0.8
2880	-4	4	1.78	3.409205021	0.766666667
2881	-4	1	0	3.635146444	0.733333333
2882	-2	5	0	6.509623431	0.7
2883	-7	-2	0	4.061924686	0.666666667
2884	-12	-5	0	3.830962343	0.633333333
2885	-12	-2	0	7.882845188	0.6
2886	-10	-2	0	4.963179916	0.566666667
2887	-9	7	0	6.790794979	0.533333333
2888	-5	8	0	5.410041841	0.5
2889	-11	-5	0	7.370711297	0.466666667
2890	-9	2	0	5.59832636	0.433333333
2891	-15	-4	0	7.629288703	0.4
2892	-18	-6	0	7.087029289	0.366666667
2893	-14	-7	0	3.720502092	0.333333333
2894	-17	-5	0	7.488702929	0.3
2895	-15	0	0	6.436820084	0.266666667
2896	-7	1	0	5.663598326	0.233333333
2897	-16	-6	0	7.305439331	0.2
2898	-14	3	0	6.261087866	0.166666667
2899	-6	6	0	6.389121339	0.133333333
